,rec_id,date,ppe,qty
3945,rec232,2020-04-03 10:01:00+00:00,respirators,1000.0
3946,rec232,2020-04-03 10:01:00+00:00,faceShields,500.0
3958,rec232,2020-04-03 10:01:00+00:00,gowns,1000.0
3959,rec232,2020-04-03 10:01:00+00:00,nitrileGloves,5000.0
3962,rec233,2020-04-03 10:01:00+00:00,respirators,35.0
3963,rec233,2020-04-03 10:01:00+00:00,faceShields,15.0
3964,rec233,2020-04-03 10:01:00+00:00,thermometers,2.0
3967,rec233,2020-04-03 10:01:00+00:00,disinfectingWipes,4.0
3972,rec233,2020-04-03 10:01:00+00:00,handSanitizer,7.0
3975,rec233,2020-04-03 10:01:00+00:00,gowns,35.0
3976,rec233,2020-04-03 10:01:00+00:00,nitrileGloves,50.0
3979,rec234,2020-04-03 10:03:00+00:00,respirators,120.0
3980,rec234,2020-04-03 10:03:00+00:00,faceShields,60.0
3981,rec234,2020-04-03 10:03:00+00:00,thermometers,5.0
3984,rec234,2020-04-03 10:03:00+00:00,disinfectingWipes,20.0
3987,rec234,2020-04-03 10:03:00+00:00,handmadeMasks,50.0
3989,rec234,2020-04-03 10:03:00+00:00,handSanitizer,100.0
3992,rec234,2020-04-03 10:03:00+00:00,gowns,60.0
3996,rec235,2020-04-03 10:03:00+00:00,respirators,300.0
3997,rec235,2020-04-03 10:03:00+00:00,faceShields,300.0
4001,rec235,2020-04-03 10:03:00+00:00,disinfectingWipes,50.0
4013,rec236,2020-04-03 10:03:00+00:00,respirators,100.0
4014,rec236,2020-04-03 10:03:00+00:00,faceShields,100.0
4026,rec236,2020-04-03 10:03:00+00:00,gowns,200.0
4030,rec237,2020-04-03 10:03:00+00:00,respirators,120.0
4031,rec237,2020-04-03 10:03:00+00:00,faceShields,60.0
4032,rec237,2020-04-03 10:03:00+00:00,thermometers,5.0
4035,rec237,2020-04-03 10:03:00+00:00,disinfectingWipes,20.0
4038,rec237,2020-04-03 10:03:00+00:00,handmadeMasks,50.0
4040,rec237,2020-04-03 10:03:00+00:00,handSanitizer,100.0
4043,rec237,2020-04-03 10:03:00+00:00,gowns,60.0
4047,rec238,2020-04-03 10:05:00+00:00,respirators,50.0
4048,rec238,2020-04-03 10:05:00+00:00,faceShields,30.0
4049,rec238,2020-04-03 10:05:00+00:00,thermometers,3.0
4051,rec238,2020-04-03 10:05:00+00:00,disposableBooties,1000.0
4052,rec238,2020-04-03 10:05:00+00:00,disinfectingWipes,25.0
4057,rec238,2020-04-03 10:05:00+00:00,handSanitizer,50.0
4060,rec238,2020-04-03 10:05:00+00:00,gowns,500.0
4064,rec239,2020-04-03 10:07:00+00:00,respirators,48.0
4065,rec239,2020-04-03 10:07:00+00:00,faceShields,60.0
4068,rec239,2020-04-03 10:07:00+00:00,disposableBooties,48.0
4072,rec239,2020-04-03 10:07:00+00:00,handmadeMasks,100.0
4074,rec239,2020-04-03 10:07:00+00:00,handSanitizer,20.0
4077,rec239,2020-04-03 10:07:00+00:00,gowns,100.0
4078,rec239,2020-04-03 10:07:00+00:00,nitrileGloves,100.0
4081,rec240,2020-04-03 10:08:00+00:00,respirators,20.0
4082,rec240,2020-04-03 10:08:00+00:00,faceShields,20.0
4085,rec240,2020-04-03 10:08:00+00:00,disposableBooties,40.0
4086,rec240,2020-04-03 10:08:00+00:00,disinfectingWipes,4.0
4089,rec240,2020-04-03 10:08:00+00:00,handmadeMasks,20.0
4091,rec240,2020-04-03 10:08:00+00:00,handSanitizer,4.0
4094,rec240,2020-04-03 10:08:00+00:00,gowns,8.0
4095,rec240,2020-04-03 10:08:00+00:00,nitrileGloves,100.0
4098,rec241,2020-04-03 10:09:00+00:00,respirators,100.0
4099,rec241,2020-04-03 10:09:00+00:00,faceShields,25.0
4100,rec241,2020-04-03 10:09:00+00:00,thermometers,5.0
4103,rec241,2020-04-03 10:09:00+00:00,disinfectingWipes,10.0
4106,rec241,2020-04-03 10:09:00+00:00,handmadeMasks,50.0
4108,rec241,2020-04-03 10:09:00+00:00,handSanitizer,10.0
4111,rec241,2020-04-03 10:09:00+00:00,gowns,100.0
4112,rec241,2020-04-03 10:09:00+00:00,nitrileGloves,1000.0
4115,rec242,2020-04-03 10:09:00+00:00,respirators,15.0
4116,rec242,2020-04-03 10:09:00+00:00,faceShields,5.0
4120,rec242,2020-04-03 10:09:00+00:00,disinfectingWipes,4.0
4125,rec242,2020-04-03 10:09:00+00:00,handSanitizer,2.0
4128,rec242,2020-04-03 10:09:00+00:00,gowns,160.0
4129,rec242,2020-04-03 10:09:00+00:00,nitrileGloves,400.0
4132,rec243,2020-04-03 10:09:00+00:00,respirators,20.0
4133,rec243,2020-04-03 10:09:00+00:00,faceShields,20.0
4134,rec243,2020-04-03 10:09:00+00:00,thermometers,10.0
4136,rec243,2020-04-03 10:09:00+00:00,disposableBooties,20.0
4137,rec243,2020-04-03 10:09:00+00:00,disinfectingWipes,100.0
4145,rec243,2020-04-03 10:09:00+00:00,gowns,100.0
4154,rec244,2020-04-03 10:09:00+00:00,disinfectingWipes,5.0
4159,rec244,2020-04-03 10:09:00+00:00,handSanitizer,10.0
4161,rec244,2020-04-03 10:09:00+00:00,surgicalMasks,200.0
4163,rec244,2020-04-03 10:09:00+00:00,nitrileGloves,500.0
4166,rec245,2020-04-03 10:11:00+00:00,respirators,200.0
4167,rec245,2020-04-03 10:11:00+00:00,faceShields,50.0
4168,rec245,2020-04-03 10:11:00+00:00,thermometers,6.0
4176,rec245,2020-04-03 10:11:00+00:00,handSanitizer,50.0
4179,rec245,2020-04-03 10:11:00+00:00,gowns,200.0
4183,rec246,2020-04-03 10:12:00+00:00,respirators,20.0
4200,rec247,2020-04-03 10:12:00+00:00,respirators,150.0
4213,rec247,2020-04-03 10:12:00+00:00,gowns,60.0
4214,rec247,2020-04-03 10:12:00+00:00,nitrileGloves,100.0
4217,rec248,2020-04-03 10:13:00+00:00,respirators,12.0
4218,rec248,2020-04-03 10:13:00+00:00,faceShields,2.0
4219,rec248,2020-04-03 10:13:00+00:00,thermometers,2.0
4221,rec248,2020-04-03 10:13:00+00:00,disposableBooties,12.0
4222,rec248,2020-04-03 10:13:00+00:00,disinfectingWipes,4.0
4225,rec248,2020-04-03 10:13:00+00:00,handmadeMasks,12.0
4227,rec248,2020-04-03 10:13:00+00:00,handSanitizer,4.0
4230,rec248,2020-04-03 10:13:00+00:00,gowns,2.0
4231,rec248,2020-04-03 10:13:00+00:00,nitrileGloves,1.0
4234,rec249,2020-04-03 10:13:00+00:00,respirators,100.0
4235,rec249,2020-04-03 10:13:00+00:00,faceShields,100.0
4236,rec249,2020-04-03 10:13:00+00:00,thermometers,2.0
4239,rec249,2020-04-03 10:13:00+00:00,disinfectingWipes,1000.0
4247,rec249,2020-04-03 10:13:00+00:00,gowns,200.0
4248,rec249,2020-04-03 10:13:00+00:00,nitrileGloves,1000.0
4253,rec250,2020-04-03 10:15:00+00:00,thermometers,10.0
4256,rec250,2020-04-03 10:15:00+00:00,disinfectingWipes,25.0
4259,rec250,2020-04-03 10:15:00+00:00,handmadeMasks,50.0
4264,rec250,2020-04-03 10:15:00+00:00,gowns,25.0
4265,rec250,2020-04-03 10:15:00+00:00,nitrileGloves,50.0
4269,rec251,2020-04-03 10:17:00+00:00,faceShields,50.0
4270,rec251,2020-04-03 10:17:00+00:00,thermometers,1.0
4272,rec251,2020-04-03 10:17:00+00:00,disposableBooties,50.0
4280,rec251,2020-04-03 10:17:00+00:00,surgicalMasks,100.0
4281,rec251,2020-04-03 10:17:00+00:00,gowns,50.0
4285,rec252,2020-04-03 10:18:00+00:00,respirators,50.0
4286,rec252,2020-04-03 10:18:00+00:00,faceShields,50.0
4287,rec252,2020-04-03 10:18:00+00:00,thermometers,15.0
4290,rec252,2020-04-03 10:18:00+00:00,disinfectingWipes,50.0
4293,rec252,2020-04-03 10:18:00+00:00,handmadeMasks,100.0
4295,rec252,2020-04-03 10:18:00+00:00,handSanitizer,50.0
4298,rec252,2020-04-03 10:18:00+00:00,gowns,50.0
4299,rec252,2020-04-03 10:18:00+00:00,nitrileGloves,200.0
4302,rec253,2020-04-03 10:20:00+00:00,respirators,10000.0
4303,rec253,2020-04-03 10:20:00+00:00,faceShields,4000.0
4304,rec253,2020-04-03 10:20:00+00:00,thermometers,800.0
4306,rec253,2020-04-03 10:20:00+00:00,disposableBooties,20000.0
4307,rec253,2020-04-03 10:20:00+00:00,disinfectingWipes,10000.0
4310,rec253,2020-04-03 10:20:00+00:00,handmadeMasks,20000.0
4312,rec253,2020-04-03 10:20:00+00:00,handSanitizer,500.0
4315,rec253,2020-04-03 10:20:00+00:00,gowns,20000.0
4316,rec253,2020-04-03 10:20:00+00:00,nitrileGloves,20000.0
4319,rec254,2020-04-03 10:21:00+00:00,respirators,1500.0
4320,rec254,2020-04-03 10:21:00+00:00,faceShields,100.0
4323,rec254,2020-04-03 10:21:00+00:00,disposableBooties,5000.0
4332,rec254,2020-04-03 10:21:00+00:00,gowns,1000.0
4333,rec254,2020-04-03 10:21:00+00:00,nitrileGloves,20000.0
4337,rec255,2020-04-03 10:21:00+00:00,faceShields,60.0
4346,rec255,2020-04-03 10:21:00+00:00,handSanitizer,80.0
4353,rec256,2020-04-03 10:21:00+00:00,respirators,1000.0
4354,rec256,2020-04-03 10:21:00+00:00,faceShields,200.0
4355,rec256,2020-04-03 10:21:00+00:00,thermometers,100.0
4357,rec256,2020-04-03 10:21:00+00:00,disposableBooties,1850.0
4366,rec256,2020-04-03 10:21:00+00:00,gowns,5000.0
4370,rec257,2020-04-03 10:21:00+00:00,respirators,1500.0
4371,rec257,2020-04-03 10:21:00+00:00,faceShields,100.0
4374,rec257,2020-04-03 10:21:00+00:00,disposableBooties,5000.0
4380,rec257,2020-04-03 10:21:00+00:00,handSanitizer,6.0
4383,rec257,2020-04-03 10:21:00+00:00,gowns,1000.0
4384,rec257,2020-04-03 10:21:00+00:00,nitrileGloves,20000.0
4387,rec258,2020-04-03 10:23:00+00:00,respirators,30.0
4388,rec258,2020-04-03 10:23:00+00:00,faceShields,30.0
4389,rec258,2020-04-03 10:23:00+00:00,thermometers,3.0
4391,rec258,2020-04-03 10:23:00+00:00,disposableBooties,100.0
4397,rec258,2020-04-03 10:23:00+00:00,handSanitizer,30.0
4400,rec258,2020-04-03 10:23:00+00:00,gowns,50.0
4404,rec259,2020-04-03 10:25:00+00:00,respirators,150.0
4405,rec259,2020-04-03 10:25:00+00:00,faceShields,150.0
4409,rec259,2020-04-03 10:25:00+00:00,disinfectingWipes,30.0
4414,rec259,2020-04-03 10:25:00+00:00,handSanitizer,200.0
4417,rec259,2020-04-03 10:25:00+00:00,gowns,150.0
4421,rec260,2020-04-03 10:25:00+00:00,respirators,200.0
4422,rec260,2020-04-03 10:25:00+00:00,faceShields,200.0
4426,rec260,2020-04-03 10:25:00+00:00,disinfectingWipes,100.0
4429,rec260,2020-04-03 10:25:00+00:00,handmadeMasks,350.0
4434,rec260,2020-04-03 10:25:00+00:00,gowns,300.0
4438,rec261,2020-04-03 10:26:00+00:00,respirators,200.0
4439,rec261,2020-04-03 10:26:00+00:00,faceShields,200.0
4442,rec261,2020-04-03 10:26:00+00:00,disposableBooties,100.0
4451,rec261,2020-04-03 10:26:00+00:00,gowns,200.0
4452,rec261,2020-04-03 10:26:00+00:00,nitrileGloves,50.0
4455,rec262,2020-04-03 10:30:00+00:00,respirators,1000.0
4456,rec262,2020-04-03 10:30:00+00:00,faceShields,500.0
4468,rec262,2020-04-03 10:30:00+00:00,gowns,1000.0
4472,rec263,2020-04-03 10:30:00+00:00,respirators,58.0
4477,rec263,2020-04-03 10:30:00+00:00,disinfectingWipes,30.0
4482,rec263,2020-04-03 10:30:00+00:00,handSanitizer,30.0
4486,rec263,2020-04-03 10:30:00+00:00,nitrileGloves,30.0
4489,rec264,2020-04-03 10:32:00+00:00,respirators,250.0
4490,rec264,2020-04-03 10:32:00+00:00,faceShields,250.0
4493,rec264,2020-04-03 10:32:00+00:00,disposableBooties,250.0
4502,rec264,2020-04-03 10:32:00+00:00,gowns,250.0
4507,rec265,2020-04-03 10:33:00+00:00,faceShields,25.0
4508,rec265,2020-04-03 10:33:00+00:00,thermometers,10.0
4510,rec265,2020-04-03 10:33:00+00:00,disposableBooties,25.0
4511,rec265,2020-04-03 10:33:00+00:00,disinfectingWipes,50.0
4514,rec265,2020-04-03 10:33:00+00:00,handmadeMasks,25.0
4516,rec265,2020-04-03 10:33:00+00:00,handSanitizer,50.0
4518,rec265,2020-04-03 10:33:00+00:00,surgicalMasks,100.0
4519,rec265,2020-04-03 10:33:00+00:00,gowns,25.0
4520,rec265,2020-04-03 10:33:00+00:00,nitrileGloves,1000.0
4523,rec266,2020-04-03 10:33:00+00:00,respirators,10000.0
4524,rec266,2020-04-03 10:33:00+00:00,faceShields,5000.0
4527,rec266,2020-04-03 10:33:00+00:00,disposableBooties,5000.0
4531,rec266,2020-04-03 10:33:00+00:00,handmadeMasks,1000.0
4536,rec266,2020-04-03 10:33:00+00:00,gowns,1000.0
4537,rec266,2020-04-03 10:33:00+00:00,nitrileGloves,10000.0
4540,rec267,2020-04-03 10:35:00+00:00,respirators,100.0
4541,rec267,2020-04-03 10:35:00+00:00,faceShields,300.0
4542,rec267,2020-04-03 10:35:00+00:00,thermometers,20.0
4544,rec267,2020-04-03 10:35:00+00:00,disposableBooties,100.0
4545,rec267,2020-04-03 10:35:00+00:00,disinfectingWipes,100.0
4548,rec267,2020-04-03 10:35:00+00:00,handmadeMasks,100.0
4550,rec267,2020-04-03 10:35:00+00:00,handSanitizer,200.0
4553,rec267,2020-04-03 10:35:00+00:00,gowns,1000.0
4554,rec267,2020-04-03 10:35:00+00:00,nitrileGloves,500.0
4562,rec268,2020-04-03 10:35:00+00:00,disinfectingWipes,50000.0
4570,rec268,2020-04-03 10:35:00+00:00,gowns,50000.0
4574,rec269,2020-04-03 10:35:00+00:00,respirators,500.0
4576,rec269,2020-04-03 10:35:00+00:00,thermometers,25.0
4587,rec269,2020-04-03 10:35:00+00:00,gowns,400.0
4591,rec270,2020-04-03 10:38:00+00:00,respirators,12.0
4592,rec270,2020-04-03 10:38:00+00:00,faceShields,6.0
4593,rec270,2020-04-03 10:38:00+00:00,thermometers,12.0
4595,rec270,2020-04-03 10:38:00+00:00,disposableBooties,100.0
4596,rec270,2020-04-03 10:38:00+00:00,disinfectingWipes,200.0
4599,rec270,2020-04-03 10:38:00+00:00,handmadeMasks,12.0
4601,rec270,2020-04-03 10:38:00+00:00,handSanitizer,12.0
4604,rec270,2020-04-03 10:38:00+00:00,gowns,24.0
4605,rec270,2020-04-03 10:38:00+00:00,nitrileGloves,250.0
4608,rec271,2020-04-03 10:38:00+00:00,respirators,150.0
4609,rec271,2020-04-03 10:38:00+00:00,faceShields,150.0
4610,rec271,2020-04-03 10:38:00+00:00,thermometers,200.0
4612,rec271,2020-04-03 10:38:00+00:00,disposableBooties,200.0
4621,rec271,2020-04-03 10:38:00+00:00,gowns,200.0
4625,rec272,2020-04-03 10:39:00+00:00,respirators,50.0
4626,rec272,2020-04-03 10:39:00+00:00,faceShields,50.0
4627,rec272,2020-04-03 10:39:00+00:00,thermometers,10.0
4629,rec272,2020-04-03 10:39:00+00:00,disposableBooties,50.0
4633,rec272,2020-04-03 10:39:00+00:00,handmadeMasks,100.0
4635,rec272,2020-04-03 10:39:00+00:00,handSanitizer,50.0
4638,rec272,2020-04-03 10:39:00+00:00,gowns,50.0
4639,rec272,2020-04-03 10:39:00+00:00,nitrileGloves,50.0
4642,rec273,2020-04-03 10:40:00+00:00,respirators,21.0
4647,rec273,2020-04-03 10:40:00+00:00,disinfectingWipes,5.0
4652,rec273,2020-04-03 10:40:00+00:00,handSanitizer,5.0
4655,rec273,2020-04-03 10:40:00+00:00,gowns,5.0
4659,rec274,2020-04-03 10:40:00+00:00,respirators,1000.0
4660,rec274,2020-04-03 10:40:00+00:00,faceShields,150.0
4663,rec274,2020-04-03 10:40:00+00:00,disposableBooties,5500.0
4664,rec274,2020-04-03 10:40:00+00:00,disinfectingWipes,400.0
4669,rec274,2020-04-03 10:40:00+00:00,handSanitizer,150.0
4672,rec274,2020-04-03 10:40:00+00:00,gowns,7000.0
4681,rec275,2020-04-03 10:40:00+00:00,disinfectingWipes,5.0
4684,rec275,2020-04-03 10:40:00+00:00,handmadeMasks,50.0
4686,rec275,2020-04-03 10:40:00+00:00,handSanitizer,10.0
4688,rec275,2020-04-03 10:40:00+00:00,surgicalMasks,50.0
4689,rec275,2020-04-03 10:40:00+00:00,gowns,40.0
4690,rec275,2020-04-03 10:40:00+00:00,nitrileGloves,10.0
4693,rec276,2020-04-03 10:42:00+00:00,respirators,300.0
4694,rec276,2020-04-03 10:42:00+00:00,faceShields,100.0
4695,rec276,2020-04-03 10:42:00+00:00,thermometers,5.0
4697,rec276,2020-04-03 10:42:00+00:00,disposableBooties,100.0
4698,rec276,2020-04-03 10:42:00+00:00,disinfectingWipes,10.0
4701,rec276,2020-04-03 10:42:00+00:00,handmadeMasks,140.0
4706,rec276,2020-04-03 10:42:00+00:00,gowns,600.0
4707,rec276,2020-04-03 10:42:00+00:00,nitrileGloves,10000.0
4710,rec277,2020-04-03 10:42:00+00:00,respirators,100.0
4711,rec277,2020-04-03 10:42:00+00:00,faceShields,100.0
4712,rec277,2020-04-03 10:42:00+00:00,thermometers,15.0
4715,rec277,2020-04-03 10:42:00+00:00,disinfectingWipes,25.0
4720,rec277,2020-04-03 10:42:00+00:00,handSanitizer,25.0
4723,rec277,2020-04-03 10:42:00+00:00,gowns,100.0
4724,rec277,2020-04-03 10:42:00+00:00,nitrileGloves,600.0
4735,rec278,2020-04-03 10:43:00+00:00,handmadeMasks,50.0
4739,rec278,2020-04-03 10:43:00+00:00,surgicalMasks,100.0
4740,rec278,2020-04-03 10:43:00+00:00,gowns,50.0
4744,rec279,2020-04-03 10:44:00+00:00,respirators,1400.0
4749,rec279,2020-04-03 10:44:00+00:00,disinfectingWipes,50.0
4757,rec279,2020-04-03 10:44:00+00:00,gowns,500.0
4761,rec280,2020-04-03 10:44:00+00:00,respirators,100.0
4762,rec280,2020-04-03 10:44:00+00:00,faceShields,30.0
4765,rec280,2020-04-03 10:44:00+00:00,disposableBooties,100.0
4766,rec280,2020-04-03 10:44:00+00:00,disinfectingWipes,25.0
4771,rec280,2020-04-03 10:44:00+00:00,handSanitizer,15.0
4774,rec280,2020-04-03 10:44:00+00:00,gowns,100.0
4778,rec281,2020-04-03 10:44:00+00:00,respirators,150.0
4779,rec281,2020-04-03 10:44:00+00:00,faceShields,25.0
4783,rec281,2020-04-03 10:44:00+00:00,disinfectingWipes,5.0
4786,rec281,2020-04-03 10:44:00+00:00,handmadeMasks,25.0
4788,rec281,2020-04-03 10:44:00+00:00,handSanitizer,5.0
4791,rec281,2020-04-03 10:44:00+00:00,gowns,35.0
4792,rec281,2020-04-03 10:44:00+00:00,nitrileGloves,100.0
4795,rec282,2020-04-03 10:46:00+00:00,respirators,18.0
4797,rec282,2020-04-03 10:46:00+00:00,thermometers,2.0
4808,rec282,2020-04-03 10:46:00+00:00,gowns,10.0
4812,rec283,2020-04-03 10:47:00+00:00,respirators,30.0
4813,rec283,2020-04-03 10:47:00+00:00,faceShields,30.0
4816,rec283,2020-04-03 10:47:00+00:00,disposableBooties,30.0
4817,rec283,2020-04-03 10:47:00+00:00,disinfectingWipes,4.0
4820,rec283,2020-04-03 10:47:00+00:00,handmadeMasks,25.0
4822,rec283,2020-04-03 10:47:00+00:00,handSanitizer,5.0
4825,rec283,2020-04-03 10:47:00+00:00,gowns,30.0
4826,rec283,2020-04-03 10:47:00+00:00,nitrileGloves,4.0
4829,rec284,2020-04-03 10:48:00+00:00,respirators,1000.0
4830,rec284,2020-04-03 10:48:00+00:00,faceShields,1000.0
4831,rec284,2020-04-03 10:48:00+00:00,thermometers,2.0
4833,rec284,2020-04-03 10:48:00+00:00,disposableBooties,1000.0
4834,rec284,2020-04-03 10:48:00+00:00,disinfectingWipes,100.0
4837,rec284,2020-04-03 10:48:00+00:00,handmadeMasks,1000.0
4842,rec284,2020-04-03 10:48:00+00:00,gowns,1000.0
4843,rec284,2020-04-03 10:48:00+00:00,nitrileGloves,2000.0
4846,rec285,2020-04-03 10:49:00+00:00,respirators,75.0
4847,rec285,2020-04-03 10:49:00+00:00,faceShields,30.0
4848,rec285,2020-04-03 10:49:00+00:00,thermometers,10.0
4850,rec285,2020-04-03 10:49:00+00:00,disposableBooties,75.0
4851,rec285,2020-04-03 10:49:00+00:00,disinfectingWipes,30.0
4856,rec285,2020-04-03 10:49:00+00:00,handSanitizer,30.0
4859,rec285,2020-04-03 10:49:00+00:00,gowns,50.0
4860,rec285,2020-04-03 10:49:00+00:00,nitrileGloves,75.0
4863,rec286,2020-04-03 10:50:00+00:00,respirators,30.0
4864,rec286,2020-04-03 10:50:00+00:00,faceShields,25.0
4867,rec286,2020-04-03 10:50:00+00:00,disposableBooties,20.0
4868,rec286,2020-04-03 10:50:00+00:00,disinfectingWipes,7.0
4871,rec286,2020-04-03 10:50:00+00:00,handmadeMasks,20.0
4873,rec286,2020-04-03 10:50:00+00:00,handSanitizer,4.0
4876,rec286,2020-04-03 10:50:00+00:00,gowns,150.0
4877,rec286,2020-04-03 10:50:00+00:00,nitrileGloves,1000.0
4880,rec287,2020-04-03 10:52:00+00:00,respirators,100.0
4881,rec287,2020-04-03 10:52:00+00:00,faceShields,30.0
4884,rec287,2020-04-03 10:52:00+00:00,disposableBooties,100.0
4885,rec287,2020-04-03 10:52:00+00:00,disinfectingWipes,100.0
4894,rec287,2020-04-03 10:52:00+00:00,nitrileGloves,1000.0
4898,rec288,2020-04-03 10:52:00+00:00,faceShields,37.0
4901,rec288,2020-04-03 10:52:00+00:00,disposableBooties,50.0
4902,rec288,2020-04-03 10:52:00+00:00,disinfectingWipes,37.0
4909,rec288,2020-04-03 10:52:00+00:00,surgicalMasks,50.0
4910,rec288,2020-04-03 10:52:00+00:00,gowns,50.0
4914,rec289,2020-04-03 10:53:00+00:00,respirators,15.0
4915,rec289,2020-04-03 10:53:00+00:00,faceShields,15.0
4916,rec289,2020-04-03 10:53:00+00:00,thermometers,2.0
4919,rec289,2020-04-03 10:53:00+00:00,disinfectingWipes,10.0
4924,rec289,2020-04-03 10:53:00+00:00,handSanitizer,5.0
4931,rec290,2020-04-03 10:53:00+00:00,respirators,2000.0
4932,rec290,2020-04-03 10:53:00+00:00,faceShields,500.0
4936,rec290,2020-04-03 10:53:00+00:00,disinfectingWipes,100.0
4941,rec290,2020-04-03 10:53:00+00:00,handSanitizer,500.0
4944,rec290,2020-04-03 10:53:00+00:00,gowns,1000.0
4948,rec291,2020-04-03 10:53:00+00:00,respirators,40.0
4949,rec291,2020-04-03 10:53:00+00:00,faceShields,8.0
4953,rec291,2020-04-03 10:53:00+00:00,disinfectingWipes,5.0
4956,rec291,2020-04-03 10:53:00+00:00,handmadeMasks,30.0
4958,rec291,2020-04-03 10:53:00+00:00,handSanitizer,10.0
4961,rec291,2020-04-03 10:53:00+00:00,gowns,40.0
4965,rec292,2020-04-03 10:55:00+00:00,respirators,1000.0
4966,rec292,2020-04-03 10:55:00+00:00,faceShields,500.0
4975,rec292,2020-04-03 10:55:00+00:00,handSanitizer,500.0
4982,rec293,2020-04-03 10:55:00+00:00,respirators,200.0
4986,rec293,2020-04-03 10:55:00+00:00,disposableBooties,100.0
4987,rec293,2020-04-03 10:55:00+00:00,disinfectingWipes,100.0
4990,rec293,2020-04-03 10:55:00+00:00,handmadeMasks,100.0
4995,rec293,2020-04-03 10:55:00+00:00,gowns,900.0
4996,rec293,2020-04-03 10:55:00+00:00,nitrileGloves,500.0
4999,rec294,2020-04-03 10:55:00+00:00,respirators,300.0
5000,rec294,2020-04-03 10:55:00+00:00,faceShields,100.0
5001,rec294,2020-04-03 10:55:00+00:00,thermometers,40.0
5003,rec294,2020-04-03 10:55:00+00:00,disposableBooties,300.0
5004,rec294,2020-04-03 10:55:00+00:00,disinfectingWipes,30.0
5007,rec294,2020-04-03 10:55:00+00:00,handmadeMasks,150.0
5009,rec294,2020-04-03 10:55:00+00:00,handSanitizer,100.0
5012,rec294,2020-04-03 10:55:00+00:00,gowns,300.0
5013,rec294,2020-04-03 10:55:00+00:00,nitrileGloves,1000.0
5016,rec295,2020-04-03 10:55:00+00:00,respirators,20.0
5017,rec295,2020-04-03 10:55:00+00:00,faceShields,20.0
5018,rec295,2020-04-03 10:55:00+00:00,thermometers,10.0
5021,rec295,2020-04-03 10:55:00+00:00,disinfectingWipes,25.0
5024,rec295,2020-04-03 10:55:00+00:00,handmadeMasks,20.0
5026,rec295,2020-04-03 10:55:00+00:00,handSanitizer,25.0
5029,rec295,2020-04-03 10:55:00+00:00,gowns,25.0
5030,rec295,2020-04-03 10:55:00+00:00,nitrileGloves,100.0
5033,rec296,2020-04-03 10:55:00+00:00,respirators,20.0
5043,rec296,2020-04-03 10:55:00+00:00,handSanitizer,8.0
5046,rec296,2020-04-03 10:55:00+00:00,gowns,100.0
5050,rec297,2020-04-03 10:56:00+00:00,respirators,10.0
5051,rec297,2020-04-03 10:56:00+00:00,faceShields,10.0
5055,rec297,2020-04-03 10:56:00+00:00,disinfectingWipes,7.0
5060,rec297,2020-04-03 10:56:00+00:00,handSanitizer,7.0
5067,rec298,2020-04-03 10:56:00+00:00,respirators,25.0
5071,rec298,2020-04-03 10:56:00+00:00,disposableBooties,20.0
5072,rec298,2020-04-03 10:56:00+00:00,disinfectingWipes,2.0
5077,rec298,2020-04-03 10:56:00+00:00,handSanitizer,2.0
5080,rec298,2020-04-03 10:56:00+00:00,gowns,40.0
5081,rec298,2020-04-03 10:56:00+00:00,nitrileGloves,3.0
5084,rec299,2020-04-03 10:56:00+00:00,respirators,150.0
5094,rec299,2020-04-03 10:56:00+00:00,handSanitizer,15.0
5097,rec299,2020-04-03 10:56:00+00:00,gowns,150.0
5106,rec300,2020-04-03 10:58:00+00:00,disinfectingWipes,200.0
5109,rec300,2020-04-03 10:58:00+00:00,handmadeMasks,50.0
5111,rec300,2020-04-03 10:58:00+00:00,handSanitizer,20.0
5115,rec300,2020-04-03 10:58:00+00:00,nitrileGloves,500.0
5118,rec301,2020-04-03 11:00:00+00:00,respirators,100.0
5119,rec301,2020-04-03 11:00:00+00:00,faceShields,100.0
5120,rec301,2020-04-03 11:00:00+00:00,thermometers,100.0
5123,rec301,2020-04-03 11:00:00+00:00,disinfectingWipes,30.0
5126,rec301,2020-04-03 11:00:00+00:00,handmadeMasks,300.0
5131,rec301,2020-04-03 11:00:00+00:00,gowns,200.0
5132,rec301,2020-04-03 11:00:00+00:00,nitrileGloves,100.0
5135,rec302,2020-04-03 11:00:26+00:00,respirators,100.0
5136,rec302,2020-04-03 11:00:26+00:00,faceShields,100.0
5139,rec302,2020-04-03 11:00:26+00:00,disposableBooties,100.0
5140,rec302,2020-04-03 11:00:26+00:00,disinfectingWipes,500.0
5149,rec302,2020-04-03 11:00:26+00:00,nitrileGloves,100.0
5152,rec303,2020-04-03 11:00:27+00:00,respirators,1000.0
5153,rec303,2020-04-03 11:00:27+00:00,faceShields,1000.0
5156,rec303,2020-04-03 11:00:27+00:00,disposableBooties,1000.0
5157,rec303,2020-04-03 11:00:27+00:00,disinfectingWipes,1000.0
5160,rec303,2020-04-03 11:00:27+00:00,handmadeMasks,1000.0
5164,rec303,2020-04-03 11:00:27+00:00,surgicalMasks,1000.0
5165,rec303,2020-04-03 11:00:27+00:00,gowns,1000.0
5166,rec303,2020-04-03 11:00:27+00:00,nitrileGloves,1000.0
5169,rec304,2020-04-03 11:00:41+00:00,respirators,100.0
5170,rec304,2020-04-03 11:00:41+00:00,faceShields,100.0
